family_id,package_id,year,package_label,package_description,classification,applicable_state_ids,affected_input_commodities,input_multipliers,delta_output_cost_per_unit,cost_basis_year,currency,max_share,rollout_limit_notes,source_ids,assumption_ids,evidence_summary,derivation_method,confidence_rating,review_notes,non_stacking_group
crude_steel,steel__crude_steel__bf_bof_bof_gas_recovery,2025,BOF gas recovery,Route-preserving BF-BOF energy-recovery retrofit capturing BOF gas and using it internally rather than flaring it.,pure_efficiency_overlay,"[""steel__crude_steel__bf_bof_conventional"",""steel__crude_steel__bf_bof_ccs_transition""]","[""coal"",""natural_gas"",""electricity""]","[0.97,0.97,0.99]",3,2024,AUD_2024,0,Tie rollout to major BF-BOF outage and retrofit windows. Keep 2025 effectively unavailable and scale only gradually on the applicable BF-BOF routes.,"[""S022"",""S023"",""S024"",""S033""]","[""A002"",""A003"",""A009"",""A014"",""A022"",""A023""]",Australian steel evidence supports a narrow BF-BOF energy-recovery retrofit that remains materially smaller than route-shift or CCS pathway changes.,Apply a conservative coal- and gas-heavy energy multiplier with only a small secondary electricity effect so the package stays inside the accepted gas-recovery band and preserves the BF-BOF route.,Medium,Do not apply outside BF-BOF states. Shares the crude-steel non-stacking group with the other accepted steel packages.,crude_steel_nonstacking
crude_steel,steel__crude_steel__bf_bof_bof_gas_recovery,2030,BOF gas recovery,Route-preserving BF-BOF energy-recovery retrofit capturing BOF gas and using it internally rather than flaring it.,pure_efficiency_overlay,"[""steel__crude_steel__bf_bof_conventional"",""steel__crude_steel__bf_bof_ccs_transition""]","[""coal"",""natural_gas"",""electricity""]","[0.97,0.97,0.99]",3,2024,AUD_2024,0.08,Tie rollout to major BF-BOF outage and retrofit windows. Keep 2025 effectively unavailable and scale only gradually on the applicable BF-BOF routes.,"[""S022"",""S023"",""S024"",""S033""]","[""A002"",""A003"",""A009"",""A014"",""A022"",""A023""]",Australian steel evidence supports a narrow BF-BOF energy-recovery retrofit that remains materially smaller than route-shift or CCS pathway changes.,Apply a conservative coal- and gas-heavy energy multiplier with only a small secondary electricity effect so the package stays inside the accepted gas-recovery band and preserves the BF-BOF route.,Medium,Do not apply outside BF-BOF states. Shares the crude-steel non-stacking group with the other accepted steel packages.,crude_steel_nonstacking
crude_steel,steel__crude_steel__bf_bof_bof_gas_recovery,2035,BOF gas recovery,Route-preserving BF-BOF energy-recovery retrofit capturing BOF gas and using it internally rather than flaring it.,pure_efficiency_overlay,"[""steel__crude_steel__bf_bof_conventional"",""steel__crude_steel__bf_bof_ccs_transition""]","[""coal"",""natural_gas"",""electricity""]","[0.97,0.97,0.99]",3,2024,AUD_2024,0.15,Tie rollout to major BF-BOF outage and retrofit windows. Keep 2025 effectively unavailable and scale only gradually on the applicable BF-BOF routes.,"[""S022"",""S023"",""S024"",""S033""]","[""A002"",""A003"",""A009"",""A014"",""A022"",""A023""]",Australian steel evidence supports a narrow BF-BOF energy-recovery retrofit that remains materially smaller than route-shift or CCS pathway changes.,Apply a conservative coal- and gas-heavy energy multiplier with only a small secondary electricity effect so the package stays inside the accepted gas-recovery band and preserves the BF-BOF route.,Medium,Do not apply outside BF-BOF states. Shares the crude-steel non-stacking group with the other accepted steel packages.,crude_steel_nonstacking
crude_steel,steel__crude_steel__bf_bof_bof_gas_recovery,2040,BOF gas recovery,Route-preserving BF-BOF energy-recovery retrofit capturing BOF gas and using it internally rather than flaring it.,pure_efficiency_overlay,"[""steel__crude_steel__bf_bof_conventional"",""steel__crude_steel__bf_bof_ccs_transition""]","[""coal"",""natural_gas"",""electricity""]","[0.97,0.97,0.99]",3,2024,AUD_2024,0.22,Tie rollout to major BF-BOF outage and retrofit windows. Keep 2025 effectively unavailable and scale only gradually on the applicable BF-BOF routes.,"[""S022"",""S023"",""S024"",""S033""]","[""A002"",""A003"",""A009"",""A014"",""A022"",""A023""]",Australian steel evidence supports a narrow BF-BOF energy-recovery retrofit that remains materially smaller than route-shift or CCS pathway changes.,Apply a conservative coal- and gas-heavy energy multiplier with only a small secondary electricity effect so the package stays inside the accepted gas-recovery band and preserves the BF-BOF route.,Medium,Do not apply outside BF-BOF states. Shares the crude-steel non-stacking group with the other accepted steel packages.,crude_steel_nonstacking
crude_steel,steel__crude_steel__bf_bof_bof_gas_recovery,2045,BOF gas recovery,Route-preserving BF-BOF energy-recovery retrofit capturing BOF gas and using it internally rather than flaring it.,pure_efficiency_overlay,"[""steel__crude_steel__bf_bof_conventional"",""steel__crude_steel__bf_bof_ccs_transition""]","[""coal"",""natural_gas"",""electricity""]","[0.97,0.97,0.99]",3,2024,AUD_2024,0.3,Tie rollout to major BF-BOF outage and retrofit windows. Keep 2025 effectively unavailable and scale only gradually on the applicable BF-BOF routes.,"[""S022"",""S023"",""S024"",""S033""]","[""A002"",""A003"",""A009"",""A014"",""A022"",""A023""]",Australian steel evidence supports a narrow BF-BOF energy-recovery retrofit that remains materially smaller than route-shift or CCS pathway changes.,Apply a conservative coal- and gas-heavy energy multiplier with only a small secondary electricity effect so the package stays inside the accepted gas-recovery band and preserves the BF-BOF route.,Medium,Do not apply outside BF-BOF states. Shares the crude-steel non-stacking group with the other accepted steel packages.,crude_steel_nonstacking
crude_steel,steel__crude_steel__bf_bof_bof_gas_recovery,2050,BOF gas recovery,Route-preserving BF-BOF energy-recovery retrofit capturing BOF gas and using it internally rather than flaring it.,pure_efficiency_overlay,"[""steel__crude_steel__bf_bof_conventional"",""steel__crude_steel__bf_bof_ccs_transition""]","[""coal"",""natural_gas"",""electricity""]","[0.97,0.97,0.99]",3,2024,AUD_2024,0.35,Tie rollout to major BF-BOF outage and retrofit windows. Keep 2025 effectively unavailable and scale only gradually on the applicable BF-BOF routes.,"[""S022"",""S023"",""S024"",""S033""]","[""A002"",""A003"",""A009"",""A014"",""A022"",""A023""]",Australian steel evidence supports a narrow BF-BOF energy-recovery retrofit that remains materially smaller than route-shift or CCS pathway changes.,Apply a conservative coal- and gas-heavy energy multiplier with only a small secondary electricity effect so the package stays inside the accepted gas-recovery band and preserves the BF-BOF route.,Medium,Do not apply outside BF-BOF states. Shares the crude-steel non-stacking group with the other accepted steel packages.,crude_steel_nonstacking
crude_steel,steel__crude_steel__scrap_eaf_scrap_preheating,2025,Scrap preheating,Scrap preheating retrofit on the scrap-EAF route to reduce direct electrical energy demand.,pure_efficiency_overlay,"[""steel__crude_steel__scrap_eaf""]","[""electricity""]",[0.92],2,2024,AUD_2024,0,Keep 2025 effectively unavailable and ramp through major EAF retrofit windows only. Not every EAF layout can adopt preheating cleanly at the current family abstraction.,"[""S022"",""S023"",""S024""]","[""A002"",""A003"",""A014"",""A022"",""A023""]","Scrap preheating is the cleanest accepted EAF-specific efficiency package because it is route-preserving, electricity-focused, and smaller than the gap between BF-BOF and scrap-EAF route states.",Use a conservative electricity-only multiplier within the accepted research band so the package remains a narrow EAF efficiency overlay rather than a route-change proxy.,Medium-Low,Applies only to scrap EAF and shares the crude-steel non-stacking group.,crude_steel_nonstacking
crude_steel,steel__crude_steel__scrap_eaf_scrap_preheating,2030,Scrap preheating,Scrap preheating retrofit on the scrap-EAF route to reduce direct electrical energy demand.,pure_efficiency_overlay,"[""steel__crude_steel__scrap_eaf""]","[""electricity""]",[0.92],2,2024,AUD_2024,0.08,Keep 2025 effectively unavailable and ramp through major EAF retrofit windows only. Not every EAF layout can adopt preheating cleanly at the current family abstraction.,"[""S022"",""S023"",""S024""]","[""A002"",""A003"",""A014"",""A022"",""A023""]","Scrap preheating is the cleanest accepted EAF-specific efficiency package because it is route-preserving, electricity-focused, and smaller than the gap between BF-BOF and scrap-EAF route states.",Use a conservative electricity-only multiplier within the accepted research band so the package remains a narrow EAF efficiency overlay rather than a route-change proxy.,Medium-Low,Applies only to scrap EAF and shares the crude-steel non-stacking group.,crude_steel_nonstacking
crude_steel,steel__crude_steel__scrap_eaf_scrap_preheating,2035,Scrap preheating,Scrap preheating retrofit on the scrap-EAF route to reduce direct electrical energy demand.,pure_efficiency_overlay,"[""steel__crude_steel__scrap_eaf""]","[""electricity""]",[0.92],2,2024,AUD_2024,0.15,Keep 2025 effectively unavailable and ramp through major EAF retrofit windows only. Not every EAF layout can adopt preheating cleanly at the current family abstraction.,"[""S022"",""S023"",""S024""]","[""A002"",""A003"",""A014"",""A022"",""A023""]","Scrap preheating is the cleanest accepted EAF-specific efficiency package because it is route-preserving, electricity-focused, and smaller than the gap between BF-BOF and scrap-EAF route states.",Use a conservative electricity-only multiplier within the accepted research band so the package remains a narrow EAF efficiency overlay rather than a route-change proxy.,Medium-Low,Applies only to scrap EAF and shares the crude-steel non-stacking group.,crude_steel_nonstacking
crude_steel,steel__crude_steel__scrap_eaf_scrap_preheating,2040,Scrap preheating,Scrap preheating retrofit on the scrap-EAF route to reduce direct electrical energy demand.,pure_efficiency_overlay,"[""steel__crude_steel__scrap_eaf""]","[""electricity""]",[0.92],2,2024,AUD_2024,0.22,Keep 2025 effectively unavailable and ramp through major EAF retrofit windows only. Not every EAF layout can adopt preheating cleanly at the current family abstraction.,"[""S022"",""S023"",""S024""]","[""A002"",""A003"",""A014"",""A022"",""A023""]","Scrap preheating is the cleanest accepted EAF-specific efficiency package because it is route-preserving, electricity-focused, and smaller than the gap between BF-BOF and scrap-EAF route states.",Use a conservative electricity-only multiplier within the accepted research band so the package remains a narrow EAF efficiency overlay rather than a route-change proxy.,Medium-Low,Applies only to scrap EAF and shares the crude-steel non-stacking group.,crude_steel_nonstacking
