family_id,track_id,year,track_label,track_description,applicable_state_ids,affected_input_commodities,input_multipliers,delta_output_cost_per_unit,cost_basis_year,currency,source_ids,assumption_ids,evidence_summary,derivation_method,confidence_rating,double_counting_guardrail,review_notes
rail_freight,rail_freight__background_diesel_loco_efficiency_drift,2025,Background diesel locomotive efficiency drift — rail freight,"Exogenous diesel efficiency improvement from background locomotive fleet renewal (Tier 4 engine standards, improved combustion, turbocharger upgrades). Rate: -0.35%/yr compounding; multiplier 1.000 → 0.916 by 2050. Applies to diesel_electric state.","[""rail_freight__diesel_electric""]","[""diesel""]",[1.0],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",EPA Tier 4 locomotive standards; GE/Wabtec Evolution Series efficiency data; historical AES rail freight diesel intensity trend.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to diesel_electric only. OHL electrification and H2 locomotive states excluded. Non-stacking with train control and dynamic braking packages.,Tier 4 standards now in force; rate reflects residual improvement from remaining Tier 2/3 fleet replacement.
rail_freight,rail_freight__background_diesel_loco_efficiency_drift,2030,Background diesel locomotive efficiency drift — rail freight,"Exogenous diesel efficiency improvement from background locomotive fleet renewal (Tier 4 engine standards, improved combustion, turbocharger upgrades). Rate: -0.35%/yr compounding; multiplier 1.000 → 0.916 by 2050. Applies to diesel_electric state.","[""rail_freight__diesel_electric""]","[""diesel""]",[0.982622],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",EPA Tier 4 locomotive standards; GE/Wabtec Evolution Series efficiency data; historical AES rail freight diesel intensity trend.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to diesel_electric only. OHL electrification and H2 locomotive states excluded. Non-stacking with train control and dynamic braking packages.,Tier 4 standards now in force; rate reflects residual improvement from remaining Tier 2/3 fleet replacement.
rail_freight,rail_freight__background_diesel_loco_efficiency_drift,2035,Background diesel locomotive efficiency drift — rail freight,"Exogenous diesel efficiency improvement from background locomotive fleet renewal (Tier 4 engine standards, improved combustion, turbocharger upgrades). Rate: -0.35%/yr compounding; multiplier 1.000 → 0.916 by 2050. Applies to diesel_electric state.","[""rail_freight__diesel_electric""]","[""diesel""]",[0.965546],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",EPA Tier 4 locomotive standards; GE/Wabtec Evolution Series efficiency data; historical AES rail freight diesel intensity trend.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to diesel_electric only. OHL electrification and H2 locomotive states excluded. Non-stacking with train control and dynamic braking packages.,Tier 4 standards now in force; rate reflects residual improvement from remaining Tier 2/3 fleet replacement.
rail_freight,rail_freight__background_diesel_loco_efficiency_drift,2040,Background diesel locomotive efficiency drift — rail freight,"Exogenous diesel efficiency improvement from background locomotive fleet renewal (Tier 4 engine standards, improved combustion, turbocharger upgrades). Rate: -0.35%/yr compounding; multiplier 1.000 → 0.916 by 2050. Applies to diesel_electric state.","[""rail_freight__diesel_electric""]","[""diesel""]",[0.948767],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",EPA Tier 4 locomotive standards; GE/Wabtec Evolution Series efficiency data; historical AES rail freight diesel intensity trend.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to diesel_electric only. OHL electrification and H2 locomotive states excluded. Non-stacking with train control and dynamic braking packages.,Tier 4 standards now in force; rate reflects residual improvement from remaining Tier 2/3 fleet replacement.
rail_freight,rail_freight__background_diesel_loco_efficiency_drift,2045,Background diesel locomotive efficiency drift — rail freight,"Exogenous diesel efficiency improvement from background locomotive fleet renewal (Tier 4 engine standards, improved combustion, turbocharger upgrades). Rate: -0.35%/yr compounding; multiplier 1.000 → 0.916 by 2050. Applies to diesel_electric state.","[""rail_freight__diesel_electric""]","[""diesel""]",[0.932279],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",EPA Tier 4 locomotive standards; GE/Wabtec Evolution Series efficiency data; historical AES rail freight diesel intensity trend.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to diesel_electric only. OHL electrification and H2 locomotive states excluded. Non-stacking with train control and dynamic braking packages.,Tier 4 standards now in force; rate reflects residual improvement from remaining Tier 2/3 fleet replacement.
rail_freight,rail_freight__background_diesel_loco_efficiency_drift,2050,Background diesel locomotive efficiency drift — rail freight,"Exogenous diesel efficiency improvement from background locomotive fleet renewal (Tier 4 engine standards, improved combustion, turbocharger upgrades). Rate: -0.35%/yr compounding; multiplier 1.000 → 0.916 by 2050. Applies to diesel_electric state.","[""rail_freight__diesel_electric""]","[""diesel""]",[0.916078],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",EPA Tier 4 locomotive standards; GE/Wabtec Evolution Series efficiency data; historical AES rail freight diesel intensity trend.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to diesel_electric only. OHL electrification and H2 locomotive states excluded. Non-stacking with train control and dynamic braking packages.,Tier 4 standards now in force; rate reflects residual improvement from remaining Tier 2/3 fleet replacement.
rail_freight,rail_freight__background_electric_traction_efficiency_drift,2025,Background electric traction efficiency drift — rail freight,Exogenous electricity-intensity improvement from improved power electronics and traction motor technology in electric freight locomotives. Rate: -0.3%/yr compounding; multiplier 1.000 → 0.928 by 2050. Applies to overhead_electrification state.,"[""rail_freight__overhead_electrification""]","[""electricity""]",[1.0],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",ABB/Siemens electric freight locomotive traction drive improvements; power electronics efficiency trend; IEA electric rail efficiency data.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to overhead_electrification only. Diesel and H2 states excluded. Non-stacking with regenerative braking on OHL.,Conservative rate; power electronics improvements may be faster post-2030.
rail_freight,rail_freight__background_electric_traction_efficiency_drift,2030,Background electric traction efficiency drift — rail freight,Exogenous electricity-intensity improvement from improved power electronics and traction motor technology in electric freight locomotives. Rate: -0.3%/yr compounding; multiplier 1.000 → 0.928 by 2050. Applies to overhead_electrification state.,"[""rail_freight__overhead_electrification""]","[""electricity""]",[0.98509],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",ABB/Siemens electric freight locomotive traction drive improvements; power electronics efficiency trend; IEA electric rail efficiency data.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to overhead_electrification only. Diesel and H2 states excluded. Non-stacking with regenerative braking on OHL.,Conservative rate; power electronics improvements may be faster post-2030.
rail_freight,rail_freight__background_electric_traction_efficiency_drift,2035,Background electric traction efficiency drift — rail freight,Exogenous electricity-intensity improvement from improved power electronics and traction motor technology in electric freight locomotives. Rate: -0.3%/yr compounding; multiplier 1.000 → 0.928 by 2050. Applies to overhead_electrification state.,"[""rail_freight__overhead_electrification""]","[""electricity""]",[0.970402],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",ABB/Siemens electric freight locomotive traction drive improvements; power electronics efficiency trend; IEA electric rail efficiency data.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to overhead_electrification only. Diesel and H2 states excluded. Non-stacking with regenerative braking on OHL.,Conservative rate; power electronics improvements may be faster post-2030.
rail_freight,rail_freight__background_electric_traction_efficiency_drift,2040,Background electric traction efficiency drift — rail freight,Exogenous electricity-intensity improvement from improved power electronics and traction motor technology in electric freight locomotives. Rate: -0.3%/yr compounding; multiplier 1.000 → 0.928 by 2050. Applies to overhead_electrification state.,"[""rail_freight__overhead_electrification""]","[""electricity""]",[0.955933],0,2024,AUD_2024,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",ABB/Siemens electric freight locomotive traction drive improvements; power electronics efficiency trend; IEA electric rail efficiency data.,"Energy from AES 2023-24 estimated rail freight (25.0 PJ) / BITRE 700 billion_tkm = 35715 GJ/billion_tkm. 95% diesel (33929 GJ), 5% electricity (1786 GJ). Scope 1 CO2e: 2321 tCO2e/billion_tkm × 700 / 1e6 = 1.62 MtCO2e.",Medium,Applies to overhead_electrification only. Diesel and H2 states excluded. Non-stacking with regenerative braking on OHL.,Conservative rate; power electronics improvements may be faster post-2030.
