family_id,state_id,year,state_label,state_description,output_cost_per_unit,cost_basis_year,currency,cost_components_summary,input_commodities,input_coefficients,input_units,input_basis_notes,energy_emissions_by_pollutant,process_emissions_by_pollutant,emissions_units,emissions_boundary_notes,max_share,max_activity,min_share,rollout_limit_notes,availability_conditions,source_ids,assumption_ids,evidence_summary,derivation_method,confidence_rating,review_notes,candidate_expansion_pathway,times_or_vedalang_mapping_notes,would_expand_to_explicit_capacity?,would_expand_to_process_chain?,energy_co2e,process_co2e,state_stage_family,state_stage_rank,state_stage_code,state_sort_key,state_label_standardized,is_default_incumbent_2025,state_option_rank,state_option_code,state_option_label,balance_tuning_flag,balance_tuning_note,benchmark_balance_note
rail_freight,rail_freight__diesel_electric,2025,Diesel-electric locomotive — rail freight,"Standard diesel-electric locomotive fleet (AC traction; GE ES44/Evolution, Wabtec FLXdrive, EMD SD70) covering Australian heavy-haul and intermodal freight rail. Predominantly diesel-driven (rail electricity is allocated to the urban metro passenger service in this calibration). National average calibrated to AES 2025 Table F1 rail diesel (49 PJ freight share, 2023-24 / 700 billion_tkm = 70,000 GJ/billion_tkm). Dominant operators: Aurizon, Pacific National, BHP (iron ore), Rio Tinto, FMG (Pilbara); Hunter Valley coal.",0.015,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""diesel"", ""electricity""]","[70000.0, 0.0]","[""GJ/billion_tkm"", ""GJ/billion_tkm""]","AES 2025 Table F1 rail diesel (2023-24): 49 PJ freight share / 700 billion_tkm = 70,000 GJ/billion_tkm. Diesel 100% (70000 GJ), electricity 0% (0 GJ). 2050: diesel 58,800 GJ/billion_tkm (efficiency improvement).","[{""pollutant"": ""CO2e"", ""value"": 4893.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,1.0,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",AES 2025 Table F1 rail diesel (freight share); BITRE freight linehaul; NGGI rail freight.,"Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Medium,AES does not separately report freight vs passenger rail energy. The 25 PJ estimate is derived by subtracting estimated passenger energy (8 PJ) from total rail AES figure. Phase 2: obtain direct NGERS freight rail reporting.,"Disaggregate into heavy-haul (Pilbara, Hunter Valley), intermodal, and grain rail sub-families.",Maps to freight rail demand technology.,FALSE,FALSE,4893.0,0,incumbent,10,incumbent,01_incumbent,Incumbent | diesel electric,TRUE,0,O0,O0 | diesel electric,FALSE,,
rail_freight,rail_freight__diesel_electric,2030,Diesel-electric locomotive — rail freight,"Standard diesel-electric locomotive fleet (AC traction; GE ES44/Evolution, Wabtec FLXdrive, EMD SD70) covering Australian heavy-haul and intermodal freight rail. Predominantly diesel-driven (rail electricity is allocated to the urban metro passenger service in this calibration). National average calibrated to AES 2025 Table F1 rail diesel (49 PJ freight share, 2023-24 / 700 billion_tkm = 70,000 GJ/billion_tkm). Dominant operators: Aurizon, Pacific National, BHP (iron ore), Rio Tinto, FMG (Pilbara); Hunter Valley coal.",0.015,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""diesel"", ""electricity""]","[67760.0, 0.0]","[""GJ/billion_tkm"", ""GJ/billion_tkm""]","AES 2025 Table F1 rail diesel (2023-24): 49 PJ freight share / 700 billion_tkm = 70,000 GJ/billion_tkm. Diesel 100% (70000 GJ), electricity 0% (0 GJ). 2050: diesel 58,800 GJ/billion_tkm (efficiency improvement).","[{""pollutant"": ""CO2e"", ""value"": 4736.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,0.92,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",AES 2025 Table F1 rail diesel (freight share); BITRE freight linehaul; NGGI rail freight.,"Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Medium,AES does not separately report freight vs passenger rail energy. The 25 PJ estimate is derived by subtracting estimated passenger energy (8 PJ) from total rail AES figure. Phase 2: obtain direct NGERS freight rail reporting.,"Disaggregate into heavy-haul (Pilbara, Hunter Valley), intermodal, and grain rail sub-families.",Maps to freight rail demand technology.,FALSE,FALSE,4736.0,0,incumbent,10,incumbent,01_incumbent,Incumbent | diesel electric,FALSE,0,O0,O0 | diesel electric,FALSE,,
rail_freight,rail_freight__diesel_electric,2035,Diesel-electric locomotive — rail freight,"Standard diesel-electric locomotive fleet (AC traction; GE ES44/Evolution, Wabtec FLXdrive, EMD SD70) covering Australian heavy-haul and intermodal freight rail. Predominantly diesel-driven (rail electricity is allocated to the urban metro passenger service in this calibration). National average calibrated to AES 2025 Table F1 rail diesel (49 PJ freight share, 2023-24 / 700 billion_tkm = 70,000 GJ/billion_tkm). Dominant operators: Aurizon, Pacific National, BHP (iron ore), Rio Tinto, FMG (Pilbara); Hunter Valley coal.",0.015,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""diesel"", ""electricity""]","[65520.0, 0.0]","[""GJ/billion_tkm"", ""GJ/billion_tkm""]","AES 2025 Table F1 rail diesel (2023-24): 49 PJ freight share / 700 billion_tkm = 70,000 GJ/billion_tkm. Diesel 100% (70000 GJ), electricity 0% (0 GJ). 2050: diesel 58,800 GJ/billion_tkm (efficiency improvement).","[{""pollutant"": ""CO2e"", ""value"": 4580.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,0.84,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",AES 2025 Table F1 rail diesel (freight share); BITRE freight linehaul; NGGI rail freight.,"Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Medium,AES does not separately report freight vs passenger rail energy. The 25 PJ estimate is derived by subtracting estimated passenger energy (8 PJ) from total rail AES figure. Phase 2: obtain direct NGERS freight rail reporting.,"Disaggregate into heavy-haul (Pilbara, Hunter Valley), intermodal, and grain rail sub-families.",Maps to freight rail demand technology.,FALSE,FALSE,4580.0,0,incumbent,10,incumbent,01_incumbent,Incumbent | diesel electric,FALSE,0,O0,O0 | diesel electric,FALSE,,
rail_freight,rail_freight__diesel_electric,2040,Diesel-electric locomotive — rail freight,"Standard diesel-electric locomotive fleet (AC traction; GE ES44/Evolution, Wabtec FLXdrive, EMD SD70) covering Australian heavy-haul and intermodal freight rail. Predominantly diesel-driven (rail electricity is allocated to the urban metro passenger service in this calibration). National average calibrated to AES 2025 Table F1 rail diesel (49 PJ freight share, 2023-24 / 700 billion_tkm = 70,000 GJ/billion_tkm). Dominant operators: Aurizon, Pacific National, BHP (iron ore), Rio Tinto, FMG (Pilbara); Hunter Valley coal.",0.015,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""diesel"", ""electricity""]","[63280.0, 0.0]","[""GJ/billion_tkm"", ""GJ/billion_tkm""]","AES 2025 Table F1 rail diesel (2023-24): 49 PJ freight share / 700 billion_tkm = 70,000 GJ/billion_tkm. Diesel 100% (70000 GJ), electricity 0% (0 GJ). 2050: diesel 58,800 GJ/billion_tkm (efficiency improvement).","[{""pollutant"": ""CO2e"", ""value"": 4423.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,0.76,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",AES 2025 Table F1 rail diesel (freight share); BITRE freight linehaul; NGGI rail freight.,"Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Medium,AES does not separately report freight vs passenger rail energy. The 25 PJ estimate is derived by subtracting estimated passenger energy (8 PJ) from total rail AES figure. Phase 2: obtain direct NGERS freight rail reporting.,"Disaggregate into heavy-haul (Pilbara, Hunter Valley), intermodal, and grain rail sub-families.",Maps to freight rail demand technology.,FALSE,FALSE,4423.0,0,incumbent,10,incumbent,01_incumbent,Incumbent | diesel electric,FALSE,0,O0,O0 | diesel electric,FALSE,,
rail_freight,rail_freight__diesel_electric,2045,Diesel-electric locomotive — rail freight,"Standard diesel-electric locomotive fleet (AC traction; GE ES44/Evolution, Wabtec FLXdrive, EMD SD70) covering Australian heavy-haul and intermodal freight rail. Predominantly diesel-driven (rail electricity is allocated to the urban metro passenger service in this calibration). National average calibrated to AES 2025 Table F1 rail diesel (49 PJ freight share, 2023-24 / 700 billion_tkm = 70,000 GJ/billion_tkm). Dominant operators: Aurizon, Pacific National, BHP (iron ore), Rio Tinto, FMG (Pilbara); Hunter Valley coal.",0.015,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""diesel"", ""electricity""]","[61040.0, 0.0]","[""GJ/billion_tkm"", ""GJ/billion_tkm""]","AES 2025 Table F1 rail diesel (2023-24): 49 PJ freight share / 700 billion_tkm = 70,000 GJ/billion_tkm. Diesel 100% (70000 GJ), electricity 0% (0 GJ). 2050: diesel 58,800 GJ/billion_tkm (efficiency improvement).","[{""pollutant"": ""CO2e"", ""value"": 4267.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,0.68,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",AES 2025 Table F1 rail diesel (freight share); BITRE freight linehaul; NGGI rail freight.,"Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Medium,AES does not separately report freight vs passenger rail energy. The 25 PJ estimate is derived by subtracting estimated passenger energy (8 PJ) from total rail AES figure. Phase 2: obtain direct NGERS freight rail reporting.,"Disaggregate into heavy-haul (Pilbara, Hunter Valley), intermodal, and grain rail sub-families.",Maps to freight rail demand technology.,FALSE,FALSE,4267.0,0,incumbent,10,incumbent,01_incumbent,Incumbent | diesel electric,FALSE,0,O0,O0 | diesel electric,FALSE,,
rail_freight,rail_freight__diesel_electric,2050,Diesel-electric locomotive — rail freight,"Standard diesel-electric locomotive fleet (AC traction; GE ES44/Evolution, Wabtec FLXdrive, EMD SD70) covering Australian heavy-haul and intermodal freight rail. Predominantly diesel-driven (rail electricity is allocated to the urban metro passenger service in this calibration). National average calibrated to AES 2025 Table F1 rail diesel (49 PJ freight share, 2023-24 / 700 billion_tkm = 70,000 GJ/billion_tkm). Dominant operators: Aurizon, Pacific National, BHP (iron ore), Rio Tinto, FMG (Pilbara); Hunter Valley coal.",0.015,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""diesel"", ""electricity""]","[58800.0, 0.0]","[""GJ/billion_tkm"", ""GJ/billion_tkm""]","AES 2025 Table F1 rail diesel (2023-24): 49 PJ freight share / 700 billion_tkm = 70,000 GJ/billion_tkm. Diesel 100% (70000 GJ), electricity 0% (0 GJ). 2050: diesel 58,800 GJ/billion_tkm (efficiency improvement).","[{""pollutant"": ""CO2e"", ""value"": 4110.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,0.6,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]",AES 2025 Table F1 rail diesel (freight share); BITRE freight linehaul; NGGI rail freight.,"Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Medium,AES does not separately report freight vs passenger rail energy. The 25 PJ estimate is derived by subtracting estimated passenger energy (8 PJ) from total rail AES figure. Phase 2: obtain direct NGERS freight rail reporting.,"Disaggregate into heavy-haul (Pilbara, Hunter Valley), intermodal, and grain rail sub-families.",Maps to freight rail demand technology.,FALSE,FALSE,4110.0,0,incumbent,10,incumbent,01_incumbent,Incumbent | diesel electric,FALSE,0,O0,O0 | diesel electric,FALSE,,
rail_freight,rail_freight__overhead_electrification,2025,Overhead line electrification — rail freight,"Overhead electrification of high-density freight corridors. Electric traction is approximately 30% more efficient than diesel per tonne-km. Energy intensity 25,000 GJ electricity/billion_tkm (2025) improving to 20,000 GJ/billion_tkm (2050) via regenerative braking on grades. Limited to high-traffic corridors where capital cost (AUD 1-3M/km OHL) is justified. Zero scope 1 CO2e.",0.02,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""electricity""]",[25000.0],"[""GJ/billion_tkm""]","Electric freight loco: 25,000 GJ electricity/billion_tkm = 0.025 MJ/tkm. ~30% more efficient than diesel. Improving to 20,000 GJ/billion_tkm (2050). Scope 1 CO2e = 0; electricity scope 2 excluded per A003.","[{""pollutant"": ""CO2e"", ""value"": 0.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,0.01,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]","Pilbara private rail (FMG, BHP, Rio) electrification studies; Network Rail UK electric freight data; ARENA heavy rail electrification analysis.","Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Low,OHL electrification has very high capital costs. Max share of 30% by 2050 is limited to the Hunter Valley and Pilbara corridors. Most intermodal routes are unlikely to be electrified in Phase 1 timeframe.,Add explicit corridor-by-corridor feasibility and capital cost model.,Maps to overhead electrification rail freight demand node.,FALSE,FALSE,0.0,0,progression,20,ambition1,02_ambition1,Ambition 1 | overhead electrification,FALSE,1,O1,O1 | overhead electrification,FALSE,,
rail_freight,rail_freight__overhead_electrification,2030,Overhead line electrification — rail freight,"Overhead electrification of high-density freight corridors. Electric traction is approximately 30% more efficient than diesel per tonne-km. Energy intensity 25,000 GJ electricity/billion_tkm (2025) improving to 20,000 GJ/billion_tkm (2050) via regenerative braking on grades. Limited to high-traffic corridors where capital cost (AUD 1-3M/km OHL) is justified. Zero scope 1 CO2e.",0.019,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""electricity""]",[24000.0],"[""GJ/billion_tkm""]","Electric freight loco: 25,000 GJ electricity/billion_tkm = 0.025 MJ/tkm. ~30% more efficient than diesel. Improving to 20,000 GJ/billion_tkm (2050). Scope 1 CO2e = 0; electricity scope 2 excluded per A003.","[{""pollutant"": ""CO2e"", ""value"": 0.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,0.07,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]","Pilbara private rail (FMG, BHP, Rio) electrification studies; Network Rail UK electric freight data; ARENA heavy rail electrification analysis.","Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Low,OHL electrification has very high capital costs. Max share of 30% by 2050 is limited to the Hunter Valley and Pilbara corridors. Most intermodal routes are unlikely to be electrified in Phase 1 timeframe.,Add explicit corridor-by-corridor feasibility and capital cost model.,Maps to overhead electrification rail freight demand node.,FALSE,FALSE,0.0,0,progression,20,ambition1,02_ambition1,Ambition 1 | overhead electrification,FALSE,1,O1,O1 | overhead electrification,FALSE,,
rail_freight,rail_freight__overhead_electrification,2035,Overhead line electrification — rail freight,"Overhead electrification of high-density freight corridors. Electric traction is approximately 30% more efficient than diesel per tonne-km. Energy intensity 25,000 GJ electricity/billion_tkm (2025) improving to 20,000 GJ/billion_tkm (2050) via regenerative braking on grades. Limited to high-traffic corridors where capital cost (AUD 1-3M/km OHL) is justified. Zero scope 1 CO2e.",0.018,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""electricity""]",[23000.0],"[""GJ/billion_tkm""]","Electric freight loco: 25,000 GJ electricity/billion_tkm = 0.025 MJ/tkm. ~30% more efficient than diesel. Improving to 20,000 GJ/billion_tkm (2050). Scope 1 CO2e = 0; electricity scope 2 excluded per A003.","[{""pollutant"": ""CO2e"", ""value"": 0.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,0.13,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]","Pilbara private rail (FMG, BHP, Rio) electrification studies; Network Rail UK electric freight data; ARENA heavy rail electrification analysis.","Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Low,OHL electrification has very high capital costs. Max share of 30% by 2050 is limited to the Hunter Valley and Pilbara corridors. Most intermodal routes are unlikely to be electrified in Phase 1 timeframe.,Add explicit corridor-by-corridor feasibility and capital cost model.,Maps to overhead electrification rail freight demand node.,FALSE,FALSE,0.0,0,progression,20,ambition1,02_ambition1,Ambition 1 | overhead electrification,FALSE,1,O1,O1 | overhead electrification,FALSE,,
rail_freight,rail_freight__overhead_electrification,2040,Overhead line electrification — rail freight,"Overhead electrification of high-density freight corridors. Electric traction is approximately 30% more efficient than diesel per tonne-km. Energy intensity 25,000 GJ electricity/billion_tkm (2025) improving to 20,000 GJ/billion_tkm (2050) via regenerative braking on grades. Limited to high-traffic corridors where capital cost (AUD 1-3M/km OHL) is justified. Zero scope 1 CO2e.",0.017,2024,AUD_2024,"Annualised non-fuel operating cost per billion tonne-kilometres (real 2024 AUD), excluding explicit energy commodity purchases and carbon costs.","[""electricity""]",[22000.0],"[""GJ/billion_tkm""]","Electric freight loco: 25,000 GJ electricity/billion_tkm = 0.025 MJ/tkm. ~30% more efficient than diesel. Improving to 20,000 GJ/billion_tkm (2050). Scope 1 CO2e = 0; electricity scope 2 excluded per A003.","[{""pollutant"": ""CO2e"", ""value"": 0.0}]","[{""pollutant"": ""CO2e"", ""value"": 0}]",tCO2e/billion_tkm,Direct scope 1 diesel combustion only. Electricity upstream (scope 2) excluded; captured by the electricity supply family. Green hydrogen combustion CO2 = 0. No process emissions for rail freight.,0.18,,,"National adoption bound reflecting locomotive fleet replacement cycles (~30-40 yr), high capital cost of rail electrification, and dominant role of private heavy-haul operators (BHP, Rio Tinto, Aurizon, Pacific National).",Available from 2025.,"[""S001"", ""S004"", ""S013""]","[""A002"", ""A003"", ""A022"", ""A023""]","Pilbara private rail (FMG, BHP, Rio) electrification studies; Network Rail UK electric freight data; ARENA heavy rail electrification analysis.","Energy from AES 2025 Table F1 rail diesel (49.0 PJ freight share, 2023-24) / BITRE 700 billion_tkm = 70000 GJ/billion_tkm. 100% diesel (70000 GJ), 0% electricity (rail electricity allocated to passenger urban metro). Scope 1 CO2e: 4893 tCO2e/billion_tkm × 700 / 1e6 = 3.43 MtCO2e.",Low,OHL electrification has very high capital costs. Max share of 30% by 2050 is limited to the Hunter Valley and Pilbara corridors. Most intermodal routes are unlikely to be electrified in Phase 1 timeframe.,Add explicit corridor-by-corridor feasibility and capital cost model.,Maps to overhead electrification rail freight demand node.,FALSE,FALSE,0.0,0,progression,20,ambition1,02_ambition1,Ambition 1 | overhead electrification,FALSE,1,O1,O1 | overhead electrification,FALSE,,
